tweet,username,likes_count,date,sentiment2cat,sentiment3cat
oopies i dropped my duster can someone help me? maid,peemywee,19,2021-10-10,pos,pos
"watching netflix is maid sometimes nothing much happens/it feels like it was made up as it went along yet it is so well characterised/acted etc, &amp; it is impossible not to care about alex &amp; her daughter. the many scenes of cleaning homes motivate me to clean mine!",martinatpeace,5,2021-10-10,pos,pos
maid is really good.,leauxness,0,2021-10-10,pos,pos
maid have me feeling some type of way!,kissashh,0,2021-10-10,pos,pos
"well they nailed the social worker in maid on how it is like….can not give you child care assistance until you had a job, but you needed a job to get child care assistance. as much as i loved what i did it slowly kills you with the bullshit",redheadky23,1,2021-10-10,pos,pos
i said the same thing! rt _raeee: can not even be mad at nate for kicking her out! maid,mizvainluvsmj,1,2021-10-10,neg,pos
"i'm watching maid x ""thief"" i was so into it i did not check in... maid netflix trakt",mrs_hdz,0,2021-10-10,pos,neg
the show maid is good because there are no gay or trans people shoved down your throat.,reality39817290,0,2021-10-10,pos,pos
there are so many triggers when you watch this show but one thing that stood out for me is motherhood is a superpower! all stars for this gem maid,amritasingh16,3,2021-10-10,pos,neu
i've just watched episode s | e of maid! maid tvtime,haloo79,0,2021-10-10,pos,neu
i’m ugly crying . thank you for maid,kennyrs,0,2021-10-10,neg,neg
i've just watched episode s | e of maid! maid tvtime,lcstizz,0,2021-10-10,pos,neu
do maid instead!,bigmouthlouu,0,2021-10-10,pos,neu
me watching maid,kena_bean,1,2021-10-10,pos,neu
trying to finish this last episode of maid and netflix wanna act out! sleep sounds like the better alternative anyways.,kataradenise,0,2021-10-10,pos,pos
"when you’ve experienced domestic violence you see maid from a whole different perspective than someone who has never experienced domestic violence. so many ppl giving reviews saying she stupid etc, but you do not even know the struggles of being in an abusive relationship.",iam_aliceak,0,2021-10-10,pos,neg
i've just watched episode snaps (s | e) of maid maid tvtime,thirtexnthwho,0,2021-10-10,pos,neu
"my husband and i watched the netflix limited series maid, last night and today. i would highly recommend it was so so so good.",fuckcancer56,6,2021-10-10,pos,pos
and that is anika.... maid,tracieamillion,0,2021-10-10,pos,neu
can not even be mad at nate for kicking her out! maid,bougiee_raeee,2,2021-10-10,neg,pos
i've just watched episode s | e of maid! maid tvtime,nataliaaloss,0,2021-10-10,pos,neu
this girl is dumb woman facepalming medium skin tonemaid,bougiee_raeee,0,2021-10-10,neg,neg
i finished maidnetflix last night and i miss the characters already - maddy is smile especially! two hearts the ups and heartbreaking downs of ending generational cycles of domestic violence broken heart mustwatch maid,mmilly,1,2021-10-10,neg,pos
if only changing places/possibilities of social &amp; economic mobility were within easier reach of those in need. watched netflix movie maid yesterday. read an interview in with stephanie land . poverty hurts. poverty dehumanizes. regardless of race and ambition.,mamao_go,0,2021-10-10,pos,neg
- maid / . a series i lowkey needed in my life heart.,low__keyz,0,2021-10-10,pos,pos
"so he took the daughter away, just to be drunk at the bar everynight &amp; the caregiver (his mother) was/is an addict... this is why i’m real cautious on who i have my child with. maid",kamikazedimex,0,2021-10-10,neg,neg
i now hate nate upside down faceupside down face maid,oggaesha,0,2021-10-10,neg,neg
this show maid on netflix has me so worked up. it is a hard life for single mothers and dv victims. nobody will ever understand frowning face selector,toi__mar,2,2021-10-10,neg,neg
how is maid on ?,misskanu,0,2021-10-10,pos,neu
i've just watched episode s | e of maid! maid tvtime,heartsbenzo,1,2021-10-10,pos,neu
"as soon as i finish this, it goes to , then probably followed by . maid by is not an easy story to read, but it is therapy for anyone who is struggled.",lastthird,1,2021-10-10,pos,neg
s | emaidwows | ei've just watched episode s | e of maid! maid tvtime,nadialeemanson,0,2021-10-10,pos,neu
he looks so ooh ooh good rofl maid netflix,tracieamillion,0,2021-10-10,pos,pos
is this sav from degrassi? maid netflix,tracieamillion,0,2021-10-10,pos,neu
let is talk about maddy….. honey she acted her little self offff. star of the show maidnetflix maid,callmebritttttt,5,2021-10-10,neg,neu
i've just watched episode s | e of maid! maid tvtime,haloo79,0,2021-10-10,pos,neu
watching maid on netflix. does usa really treat abused mothers like this? in fact does it treat human beings like this? puts me off wanting to live &amp; work there. maid maidnetflix,surreyboy84,2,2021-10-10,pos,pos
yep here comes the waterworks maid,kamikazedimex,0,2021-10-10,pos,pos
everyone go binge watch maid on netflix. so good.,ranfancam,3,2021-10-10,pos,pos
that barbie is name is schamariel lmfao maid netflix,tracieamillion,0,2021-10-10,pos,pos
how does it feel to be loved like that? to be cared for like that? maid,its_roi_,0,2021-10-10,pos,pos
called it maid is a great series,mzbehavin164,0,2021-10-10,pos,pos
finished maid .. now onto doctorfoster tv,0hhemgee,0,2021-10-10,pos,neu
alex really could not catch a break bey maid,unicornalex1,0,2021-10-10,pos,neu
"maid netflix domesticviolence just finished this limited series called maid. i remember passing this one in search of a thriller or action movie, but my aunt said it is really good and moving, so i gave it a try.  episodes only. it is gut wrenching at times, to use the",julm_m_88,3,2021-10-10,pos,pos
just binged the show maid. wow single mothers who go through that and make it are amazing. i woulda offed myself. survivo maid dv singlemomsrule,_iamgina,0,2021-10-10,pos,pos
brooo i feel so bad for her maid maidonnetflix,dramaphobe_,0,2021-10-10,neg,neg
maid me waiting for paula to fuck yet another one of alex is choices.,pananegra,0,2021-10-10,neg,neg
so watching maid all i can think is fat meat is greasy.,pananegra,0,2021-10-10,pos,neu
how is this girl alex having a date at the client is house but not even with the guy who is interested &amp; has actually helped her out when she was out back maid,ladyboss_111,0,2021-10-10,pos,pos
"we do not deserve , andie macdowell, or 'maddy' performing ishoop'....yet, here we are. maid x maidnetflix",hey_ebie,5,2021-10-10,pos,neu
i've just watched episode s | e of maid! maid tvtime,heartsbenzo,1,2021-10-10,pos,neu
how does every episode of maid manage to end worse than the last?,robinwannabefly,4,2021-10-10,neg,neg
watching maid in my feelings!! too damn emotions for this bs,ny_gorgeous,0,2021-10-10,pos,neg
maid took my breath away. i was so deeply moved in a way i could not have imagined … simply breathtaking. maidonnetflix,mosaiid,1,2021-10-10,pos,pos
commission for someone on wechat prices and commissions: discord tag: qua the sketch for this was made by a friend. commission digitalart illustration animegirl animeillustration maid,qua9595,6,2021-10-10,pos,pos
i started watching maid today and i can not stop but i’ve also been through way too many emotional waves for one day.,clarissamurphyy,1,2021-10-10,pos,pos
- maid is making me soooo symbols over mouth but i can not stop watching,missamericah0,0,2021-10-10,pos,pos
finished binge watching maid loved it and the cast was awesome especially andie macdowell star struckfirefire,1classy_nerd,0,2021-10-10,pos,pos
girasol halloween spoiler: vtuber vstreamer streamer streaming halloween cosplay rt maid,tiltedgira,12,2021-10-10,pos,neu
i've just watched episode s | e of maid! maid tvtime,haloo79,0,2021-10-10,pos,neu
watching maid on netflix.,b3auty_kill3r88,0,2021-10-10,pos,neu
getting quite emotional watching this show maid on to episode,joshiddlesleon,0,2021-10-10,pos,pos
watching maid - tough viewing: ‘it takes  attempts to leave.’ cry ace soundtrack featuring songs by coercivecontrol dv.,abigailspaul,5,2021-10-10,neg,neg
maid is actually very annoying and frustrating show,eu_neese,1,2021-10-10,neg,neg
alex blows me .. cus i hate when bitches see that the nigga is controlling &amp; you still let him know your every move woman facepalming medium skin tone now he is fucking up your shit before you even start maid,thereceego,0,2021-10-10,neg,neg
"""i'm so stupid"" - alex maid",immelissa8d,1,2021-10-10,neg,neg
alex on maid seem a little slow…. or is it just me?,_ooonanaaa,0,2021-10-10,neg,neu
this man loves alex and is so good with her daughter maid,obey_wankenobi,4,2021-10-10,pos,pos
"burial plots‽ flushedraised eyebrow cdns so concerned about “dying w dignity” demand maid, how about helping ppl live with dignity. if you think canada entities do not ask questions designed to strip you into shame, go look at ttc wheel-trans application for a start. topoli ubi cdnpoli onpoli",shireenj,1,2021-10-10,pos,pos
maid is so excruciating. still waiting for something to work out and not go tragically wrong.,mikeggibbs,5,2021-10-10,neg,neg
i've just watched episode s | e of maid! maid tvtime,babibrgmn,0,2021-10-10,pos,neu
"now i’m about to start on maid , tooo many people been talking bout it",tyleshasimone,1,2021-10-10,pos,neu
unpopularopinion nate on maid is actually a good guy. he offered help and did not want to be hurt. understandable. maidnetflix,toniblakepr1,1,2021-10-10,pos,pos
i've just watched episode s | e of maid! maid tvtime,haloo79,0,2021-10-10,pos,neu
i wish someone would help her out in maid,ruthlett,0,2021-10-10,pos,pos
giiiiiirl just give nate the box triumph maid,_dtownn,1,2021-10-10,pos,pos
i'm watching maid on netflix and if she does not take this damn coat off i'm going to scream maid,flawlessmi,0,2021-10-10,pos,neg
maid wow. just wow.,catherinemack,0,2021-10-10,pos,pos
“stop dodging dick” lmao i love this show maid,_dtownn,0,2021-10-10,pos,pos
i've just watched episode s | e of maid! maid tvtime,___pelusa,0,2021-10-09,pos,neu
maid was good.....it pissed me off alot with some of her decisions but i really feel like alot of women (especially women of color) have been through alot of the shit in this show,tiavsyomama,2,2021-10-09,pos,pos
i just finished maid on netflix and it was really good . having kids moved back  more years rofl,_nicoleingram,0,2021-10-09,pos,pos
this lead in maid gets on my nerves!!,treldai,0,2021-10-09,pos,neg
maid thoma is happy to see you in the teahouse~ genshinimpactfanart digital thoma maid maidthoma shiba shibainu doggo fanart genshin genshinimpact,diko__chan,6,2021-10-09,pos,pos
i'm ill and miserable af so i thought i'd watch the first episode of maid on netflix and ended up spending my day binge watching the entire season! it was so emotionally draining but the best thing i've watched in a long time! / broken heart,mollieatsix,0,2021-10-09,neg,pos
weary can she leave the sun alone? maid,immelissa8d,0,2021-10-09,pos,neg
regina and alex is scene in episode  is making me cry maid,mydumbattitude,0,2021-10-09,pos,neg
binging maid this weekend!,verningitup,0,2021-10-09,pos,neu
the soundtrack in maid is so good tho,missnicoleboyce,3,2021-10-09,pos,pos
everybody keep takin bout this show maid maidonnetflix,milanbrazy,0,2021-10-09,pos,neu
oh no this is all bad. maid,sukisukionethou,0,2021-10-09,neg,neg
uhm i just can not figure out how alex is noodles turned out like thatsob maid,_millimeaa,0,2021-10-09,pos,pos
watching maid,joshiddlesleon,0,2021-10-09,pos,neu
i've just watched episode s | e of maid! maid tvtime,j9hfc,0,2021-10-09,pos,neu
smfh paula is fucking ed. maid show getting me tight with all these ed people. man facepalming medium dark skin tone,trillview_,0,2021-10-09,neg,neu
maidnetflix ok andie for aging gracefully and not fucking your face up maid,stkingashley,0,2021-10-09,pos,pos
relatable maid,beeringuc,1,2021-10-09,pos,neu
alex frustrates me so much unamused maid,rebeccabrown26,0,2021-10-09,pos,neg
just finished maid and wooow!!!!raising hands medium dark skin tone,xsmcee,0,2021-10-09,neg,neu
why is sean such a piece of shit maid,supernovamoon1,2,2021-10-09,neg,neg
top  global en netflix . squidgame . maid . sexeducation . aliceinborderland . onmyblock . thechestnutman . lavenganzadelasjuanas . riverdale . hometownchachacha . pawpatrol,tiempodseries,3,2021-10-09,pos,pos
margaretqualley in maidnetflix is wow ok hand maid,ouwejongenskre1,0,2021-10-09,pos,pos
ofcourse she saw something and went searching maid,friedxplantain,0,2021-10-09,pos,neu
maid on is just wonderful hugs,lucyhardman30,0,2021-10-09,pos,pos
"the maid is definitely emmys and goldenglobes worthy. one line that stood out to me was, “before they bite, they bark, before they hit, they hit near you.”",ayshahamu,1,2021-10-09,pos,pos
maid is so good. an emotional rollercoaster for  episodes. you never know what is going to happen next. you're rooting for alex all the way... expect emmy nominations for margaretqualley andiemacdowell bjharrisontrophy is amazing true story,brettgursky,4,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,londonxmermaid,0,2021-10-09,pos,neu
i've just watched episode bear hunt (s | e) of maid maid tvtime,thirtexnthwho,0,2021-10-09,pos,neu
i've just watched episode s | e of maid! maid tvtime,tolaaaaaaa,0,2021-10-09,pos,neu
"if you’re not watching maid on you need to. the topic of domesticviolence is incredibly difficult to watch but margaretqualley is a revelation. she is come a long way from . one more note is fantastic, i’m not used to him like this.",whatshisnameagp,0,2021-10-09,pos,pos
maid. jesus. watch it. i was so triggered watching most of it and did not even realize that i have more ptsd things that have been dug up to talk to my therapist about next week. it is so gd good though. i really want her book now.,icequeen1371,3,2021-10-09,pos,pos
watching maid now and i’m stressed.,foluoyefeso,2,2021-10-09,pos,neg
i've just watched s | e of maid with _alsayd maid tvtime,mido_egy_,1,2021-10-09,pos,neu
"nd episode in, i was wrong. maid is about domestic violence. let is see how the story goes",crob6012,0,2021-10-09,neg,neg
watching maid . omg just relatable that she is a mom struggling to fight for her daughters’ custody.,nylsue,0,2021-10-09,pos,neg
let me see what maid about on netflix.,thegirlkeke_,0,2021-10-09,pos,neu
maid has made me cry so many times already and i’m only on the second episode,breathe_karla,1,2021-10-09,pos,neg
let is go netflix maid,youngdreamer321,0,2021-10-09,pos,neu
i've just watched episode s | e of maid! maid tvtime,tolaaaaaaa,0,2021-10-09,pos,neu
unbelievably well researched and scary how quickly it took me back  years- cried tears about awful memories and of relief maid,carri4567,2,2021-10-09,neg,neg
watching alex see the red flags the second time around was 🤌🏼 maid,bri_nicole_28,1,2021-10-09,pos,neu
maid you should never depend on a man %.,xated_morenike,0,2021-10-09,pos,neu
maid this girl got some nerve blaming everyone else for her problems.,xated_morenike,0,2021-10-09,pos,neg
maid got me crying my eyes out pleading,mzbabyjayy,2,2021-10-09,neg,neg
been watching maid on netflix &amp; i honestly can not bear the misery of another episode at the weekend after a week of laugh a minute saville/mcr male rapist/ hours through the week. any channel commissioning comedy right now?,damo_war,1,2021-10-09,pos,pos
maid has made me so emotional and i’m only on the second episode. it is so good,kennyrs,1,2021-10-09,pos,pos
this show stressed me tf out at every turn. but it was amazing. / maidonnetflix maid,whispersofstew,0,2021-10-09,pos,pos
another person i did not realize was in maid: . she is fantastic in it! i saw her in-person a long time ago at a movie premiere at emagine royal oak (a movie) and she is also the voice of tiana in princess and the frog.,yesnodetroit,1,2021-10-09,pos,pos
for some reason alex from maid reminded me of the book version of bella swan then i see her dad is played by billy burke (bella is dad)! maid maidonnetflix twilight,gmhgood,9,2021-10-09,pos,pos
omgg my nervesss .. i was just waiting for the homeowner to walk in girl got comfortable astonished maid,taychantelxo,0,2021-10-09,pos,pos
"been watching maid with my gf &amp; so far we both like it, it is just so sad but that is just how life bebroken heart",she_expensive,0,2021-10-09,neg,pos
maid is sad. grimacing,teaforteri,0,2021-10-09,neg,neg
i've just watched s | e of maid with _alsayd maid tvtime,mido_egy_,1,2021-10-09,pos,neu
"the acting in maid is a bit wooden overall, but the story had its merits, so even i cringe at andy mcdowells character i am sticking around.",tvphagas,0,2021-10-09,pos,pos
"oh, alex. maid",liytbrwnsugar,0,2021-10-09,pos,neu
"margaret qualley in the nice guys that is the tweet, nothing else yellow heartsparkles margaretqualley maid maidnetflix",miaperioddramas,9,2021-10-09,pos,pos
maid is so good. on the brink of tears every episode.,chess_galea,0,2021-10-09,pos,pos
episode  seeing alex mentally climb out of her dark space &amp; leave to protect herself &amp; maddy! maidnetflix maidonnetflix maid,nolianae,3,2021-10-09,neg,pos
writing is where i go to be honest about how i feel. maid,yarachaaya,2,2021-10-09,pos,pos
i find that it is a lot easier to write the truth than it is to say it out loud. maidnetflix maid,yarachaaya,0,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,tolaaaaaaa,0,2021-10-09,pos,neu
i've just watched episode s | e of maid! maid tvtime,heartsbenzo,0,2021-10-09,pos,neu
alex stressing me tf out i swear to god woman facepalming medium skin tonewoman facepalming medium skin tonewoman facepalming medium skin tonewoman facepalming medium skin tonewoman facepalming medium skin tonewoman facepalming medium skin tonewoman facepalming medium skin tone maid,yassbitch3,0,2021-10-09,pos,neg
that birthday party just lidded me tf off. if i was alex i woulda beat sean and jenny ass! omggg rage maid,mannafestt,0,2021-10-09,pos,neg
really alex maid,judyjetson88,0,2021-10-09,pos,neu
check out this interview with actress on her drama series maid! anikanonirose,esdottv,0,2021-10-09,pos,neu
maid is actually a really good watch! maid,__lovepatrice,0,2021-10-09,pos,pos
alex pissed me off the moment she went back to him i can not even understand why smh i just wanna slap her maid,yassbitch3,0,2021-10-09,pos,neg
i watched maidonnetflix right after squidgame &amp; was triggered on so many levels bc i’ve lived all sides shown. maid is so personally applicable to growing circumstances for many in society. sg explores higher level causes/effects. highly recommend both.,gabrieladow,0,2021-10-09,pos,pos
go watch maid &amp; midnightmass on netflix clap totally recommended,iucup,1,2021-10-09,pos,pos
"i thought i would share my two cents today blush when at a hotel/motel, first thing you want to do is take the big heavy blanket off the beds, fold and put to the side you do not want to sit or do anything on top of those things. they only get washed maybe once a month grimacingdizzy face maid",tearswillfall,5,2021-10-09,pos,pos
“it is a lot easier to write the truth than to say it out loud.” qotd maid,leslie_benson,1,2021-10-09,pos,pos
"margaret qualley is phenomenal!! could not stop those tears, really maid maidnetflix",lightbluish95,0,2021-10-09,pos,pos
"are you all watching maid maidnetflix based on is memoir? the book &amp; the series, both amazing! literature writing memoir domesticviolenceawarenessmonth singleparenting",monica_drake,15,2021-10-09,pos,pos
pass the salt some day i’m going to strangle you girl… joy maid,tiemyshoedude,0,2021-10-09,pos,pos
son how alex can mentally deal with her mother is beyond me!! maid,mobiggaa,2,2021-10-09,neg,neu
“maid” probably the best show i’ve watched in a decade… a definitely must watch maid netflix,ashblais99,3,2021-10-09,pos,pos
binge watched maid maidnetflix i finished season  in two days!!! enjoyed it… /!!!,thabanelj,1,2021-10-09,pos,pos
maid on netflix is so slept on. binge worthy drama series. if this series dont win any awards i swuuurrr i’ll riot. hearts,_yomissj,1,2021-10-09,pos,neg
alex taking her ass in the crawl space twice maid,coco_afro,0,2021-10-09,pos,neg
"alex doing too much , bitch take the clothes maid",loveekaylaa,0,2021-10-09,pos,neg
alex is really pissing me off maid,plieswife3,0,2021-10-09,pos,neg
"maid m is also for message.series displays triumph over abuse, poverty &amp; homelessness far better than any psa. acting,writing, directing &amp; original journal are all an  out of . netflix",booksavor,1,2021-10-09,pos,neg
i've just watched s | e of maid with _alsayd maid tvtime,mido_egy_,1,2021-10-09,pos,neu
alex being stupid … her character is pissing me off maid,_concrete_rose1,0,2021-10-09,neg,neg
"maid it was truly interesting to see the mass public understand the circumstances behind gov assistance ie. section , and snaps and how it can help anyone of all backgrounds. this show did a good job immersing you into her life to celebrate her wins and ugly cry her losses.",mrbryannguyen,3,2021-10-09,pos,pos
glad sean made the right decision maid,risrisac,0,2021-10-09,pos,pos
just finished watching maid on netflix and i'm inspired. want to and need to do more for survivors of domesticabuse rollercoasterofemotions,armstrong009,2,2021-10-09,pos,pos
"so i started watching maid on netflix, and as a black single mother myself, it is oddly refreshing to see a different race go through what i feel we are known for.",theebludiamond,0,2021-10-09,pos,neu
brugghhh i cant do this show. what is the whole point if this show and thnis whole journeyyyyy???? maid,lolaaafranglais,1,2021-10-09,pos,neu
just finished maid. i highly recommend it y’all.,ashleyreeise,0,2021-10-09,pos,pos
so is alex crazy like her mother ? maid,airikka,0,2021-10-09,neg,neg
dear god. i’m in here crying. this show has me a wreck. weary maid,kevinbobby,0,2021-10-09,neg,neg
"finished maid. brilliant, powerful, realistic &amp; great acting. amazing performances by margaretqualley &amp; andiemacdowell (the real mother &amp; daughter). i recommend u to watch this tv show w/all the love &amp; attention u can get. there is all the strength, courage &amp; pain of a woman.",hannahsky,0,2021-10-09,pos,pos
bj harrison in back to back tv series/film ?! lol i was not expecting that! maidonnetflix maid theressomeoneinsideyourhouse,_apassionista,2,2021-10-09,pos,pos
"i’m on the first episode of maid and this woman has no skills, no money, no higher education, no job experience, no nothing. plus do not let this be another damsel in distress bs show. i thought it was a dv related, but idk. i can‘t call it.",crob6012,0,2021-10-09,pos,neg
love the child maddy so lovely the acting with her mum maid,azzurri1957,0,2021-10-09,pos,pos
panic attacks can be the bod is way of telling you it knows something... maid,elmahdy_haidy,1,2021-10-09,pos,neg
idk how i feel about this maid show.,nastybaldie,0,2021-10-09,pos,neg
what should i name her?? this is not gacha heat 𝓽𝓪𝓰𝓼: gachaclub maid,moxisodapop,5,2021-10-09,pos,neu
this show on netflix called maid is so sad and depressing but good at the and time lol saturdaymorning,who_gonpopme,1,2021-10-09,pos,pos
thinking about sparklestwo heartssoft yandere maidstwo heartssparkles oc yandere maid,_zhentle,2,2021-10-09,pos,neu
good job team maid on touching the subject of domestic violence. my respects for characterization of a resilient victim/survivor. maidnetflix. must watch,xadafazam,1,2021-10-09,pos,neu
i would have been done with my mama when she let her bf try to bully me into paying for the burger and beers! maid her mom is still embarrassing her  episodes later!,theaudacity02,0,2021-10-09,pos,neg
i've just watched episode s | e of maid! maid tvtime,haloo79,0,2021-10-09,pos,neu
i just started maid i have many thoughts so far.,sipsnscroll,0,2021-10-09,pos,neu
maid- alex does not mind telling nate no but allows other people walk all over her! the birthday party should not have turned into what it turned into.,theaudacity02,7,2021-10-09,neg,pos
"hey, what`s for breakfast? photo edit me coaplay nekopara ショコラ chocola maid cute cosplayer cosplay cosplaying kawaii anime manga ネコぱら cosplay cute cosplayergirls photography",dazzlingbowtie,33,2021-10-09,pos,pos
"i fell in love with completely,with his interpretation of joe in ginnyandgeorgia,and he has done it again in maid,nate is completely and absolutely adorable,i do not know how alex let him get away!.i'm the only one who thinks that he goes out too little in maid?",msplendor,1,2021-10-09,pos,pos
let me know your favorites below!point down • • • • oneofusislying maid theguilty nightbooks afterlifeoftheparty,msingerpop,0,2021-10-09,neg,pos
did y’all notice every car they got in happened to have a car seat for maddy? maid,_concrete_rose1,0,2021-10-09,pos,neu
maid on is such a heartwarming series. makes me wonder how bad it would be in india for domestic violence victims. and let is not even go to emotional abuse.,lizasaha,0,2021-10-09,neg,neg
alex was so apprehensive to asking for help she was going to let her daughter go hungry ? maid,_concrete_rose1,1,2021-10-09,pos,pos
"watching maidonnetflix is like attending a masterclass in acting from , andi macdowell and margaret qualley. these amazing women deserve all the awards!! maid netflix",deesp0909,2,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,caa_sks,0,2021-10-09,pos,neu
this is soooo good on netflix maid especially for the (single) mums x,jocroydontalk,3,2021-10-09,pos,pos
this hoe so stupid maid,medicinestreet,0,2021-10-09,neg,neg
i've just watched episode s | e of maid! maid tvtime,watashiwachiaki,1,2021-10-09,pos,neu
i thought i would like the show maid but it is actually stressing me tf out,mscharicebby,0,2021-10-09,pos,neg
we offer free instant cleaning quote miami cleaningservice maid,miami_cleaning,0,2021-10-09,pos,pos
"maid a very good tv series. i just learned watching that, . there is a silver lining behind every dark cloud. there is always hope. . good guys just do not get what good guys suppose to have ...",amilapremaratne,0,2021-10-09,pos,pos
i did not expect maid to be this good. i’m half an episode in and i’m invested,ihartminyoongi,0,2021-10-09,pos,pos
"""before they bite, they bark."" ""before they hit you, they hit near you."" maid",vespard,0,2021-10-09,pos,neu
am i the only one who thinks that margaret qualley from netflix maid face expressions are weirdly similar to elon musk is? hushed,redcoloredboyy,0,2021-10-09,pos,neg
accidentally ran into maid on netflix. this is a great show. loving it! netflixmaid maidnetflix,tharinduwx,0,2021-10-09,pos,pos
time to stop binge watching maid and start prepping tomorrow is service.,revmaryhawes,0,2021-10-09,pos,neg
it is the fact that i understand why alex wont accept help sobsob maid,nabilahudatahar,0,2021-10-09,pos,neg
i've just watched episode s | e of maid! maid tvtime,leeduscohan,0,2021-10-09,pos,neu
maid on netflix is pretty good. but i keep having flashbacks to the naked choreo that margaret qualley did with loser . not sure why.,torontogirlhere,0,2021-10-09,pos,neg
maid was a great show ! definitely doing my homework assignments on this show,g0lden_th0ughts,0,2021-10-09,pos,pos
maid on netflix is so good.,tamaramarbury,2,2021-10-09,pos,pos
geeeez that is a lot of red tape just to try and get some help. maid,sherblis93,0,2021-10-09,pos,pos
and that ending was just perfect. two hearts maid,ronkelawal,2,2021-10-09,pos,pos
"idk why but i think we were just unlucky in picking the people who would repair and clean the house. it is still a mess and there still work to be done. what is worse they left the window open and flies were all around. times like these, i wanna hire alex russell joy maid netflix",pppreciousg,0,2021-10-09,pos,pos
"i'm watching maid on netflix and the anxiety i feel from this poor girl is lot. being a single mama, my heart explodes. this is prob based on some type of reality so i wish we could fix our system to help the domestic abused with no prospects.",amnaeyes,0,2021-10-09,neg,pos
one word brilliant maid starstarstarstarstar,lizjmercado,1,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,tolaaaaaaa,0,2021-10-09,pos,neu
"just finished maid on netflix. i’m a sucker for a wholesome, happy ending pleading",lanaellithorn,0,2021-10-09,pos,pos
"new on our blog: ellen joined dwdc in  at a time when, as she explains it, very few ppl her age were interested in end-of-life issues. she later became one of the founding members of &amp; continues to act as an independent witness for maid.",dwdcanada,2,2021-10-09,pos,pos
maid on netflix was good af.,dveegoodnite,0,2021-10-09,pos,pos
maid is getting so much praise. i'm gonna find out tonight if it is worth the hype.,lightbluish95,0,2021-10-09,pos,pos
i feel like half of our problems we create ourselves. maid,karaboobarak,1,2021-10-09,neg,pos
andie macdowell is brilliant as paula on netflix is maid - this is why,orenyosifon,0,2021-10-09,pos,pos
maddy and her shoop song i love it maid,risrisac,0,2021-10-09,pos,pos
stinky pot pie maid,risrisac,0,2021-10-09,pos,neg
she getting all the hoarders maid,risrisac,0,2021-10-09,pos,neu
"in case y’all have not watched maid, please go see it. i swear i never been so obsessed with any show or cried so hard in my life sob. one of the best shows i really seen in awhile.",msunderstoodrae,6,2021-10-09,pos,neg
i feel bad for nate. maid,risrisac,0,2021-10-09,neg,neg
sean is a dick. glad she left again. hell the dv apartment is nicer than his place. maid,risrisac,0,2021-10-09,pos,neg
omg hoarders. i would die. i hate clutter ! maid,risrisac,1,2021-10-09,neg,neg
i've just watched episode s | e of maid! maid tvtime,leeduscohan,0,2021-10-09,pos,neu
finishing maid and time for me to be a maid and clean my house.,risrisac,0,2021-10-09,pos,pos
"is songs on maid ,makes the show even better!",nourmabdu,0,2021-10-09,pos,pos
the very best thing i have watched in a long time is maid on netflix. /. andi mcdowell and her daughter are incredible.,punkgrrl,0,2021-10-09,pos,pos
sadly netflix does not promote this correctly so go watch maid like rn with margaret shes amazing. its about young woman whos trying to leave with her child her abusing partner.,mirrorballtsv,1,2021-10-09,pos,neg
it is a great series. even better to find out that margaret qualley is andie mcdowell is daughter irl. thx wikipedia maidnetflix maid,zaimah,2,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,tolaaaaaaa,0,2021-10-09,pos,neu
"can not sleep at the moment, so am gonna watch an episode of the maid netflix . there is so much hype about it, so hope i will not be disappointed tv",flojjoh,0,2021-10-09,neg,pos
anika be acting her asss offffffff maid,themaroonv,0,2021-10-09,pos,neu
the maid on netflix. pensive,sengele,0,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,heartsbenzo,0,2021-10-09,pos,neu
you should watch maid on netflix. super ganda :),tinseven,3,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,tolaaaaaaa,0,2021-10-09,pos,neu
watching maid poignant. this girl margaretqualley is brilliant.,sshivu,7,2021-10-09,pos,pos
"watched maid episode one, tonight. verdict: excellent. keen to watch more netflix maid",newcastleboyy,0,2021-10-09,pos,pos
i've just watched episode s | e of maid! maid tvtime,leeduscohan,0,2021-10-09,pos,neu
death maid artwork オリジナル メイド maid たいあっぷ,keiichi_itsuki,24,2021-10-09,pos,neg
oh shoot oh man i forgot to upload any inktober so you're getting them all now sweat smile i'm doing the cutegirltober prompts by @_oceaninspace we got  - bunny  - fruits  - maid  - monster,zoakuma,1,2021-10-09,pos,neu
if you think you had a bad day watch maid episode one on netflix…,sushizhan,0,2021-10-09,neg,neg
"the depiction of cycle of abuse and the struggle the victims go through broke my heart. broken heart most importantly, it was the humanisation of the dv victims that stood out for me. the space and time to process the abuse, the 'free' boutique, the room service breakfast. heart maid",nandurianusha,2,2021-10-09,pos,neg
